STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base year,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2023,,3.207370994,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2022,,4.931478624,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2021,,4.174148852,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2020,,1.814169463,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2019,,3.824750715,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2018,,4.440804014,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2017,,5.766560555,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2016,,2.64775588,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2015,,4.288881461,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2014,,2.270628203,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2013,,2.370612499,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2012,,3.160111542,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2011,,1.97440142,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2010,,3.898773474,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2009,,1.654283249,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2008,,5.278300018,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2007,,2.909907609,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2006,,4.175822079,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2005,,4.26264429,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2004,,4.232735443,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2003,,2.176235027,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2002,,2.569497686,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2001,,3.074361722,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2000,,4.250424549,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2024,,4.58206616,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2023,,5.169736592,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2022,,4.992664185,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2021,,1.403327783,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2020,,1.76401219,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2019,,3.915566217,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2018,,7.300907943,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2017,,7.611601055,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2016,,-1.782798237,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2015,,-2.283919632,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2014,,0.100492959,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2013,,-3.559056768,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2012,,-0.358869626,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2011,,0.942513897,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2010,,14.24228743,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2009,,5.582611044,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2008,,1.886807725,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2007,,4.9108773,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2006,,7.831987253,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2005,,1.892179365,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2004,,11.3306326,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2003,,4.857858621,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2002,,-4.214919144,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2001,,-3.716725264,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,SVK,Slovak Republic,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,GY,"Growth rate, over 1 year",2000,,8.159495871,,D,Definition differs,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2024,,23930.88092,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2023,,22379.15403,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2022,,19324.755,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2021,,17249.24953,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2020,,15768,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2019,,15572,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2018,,14946,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2017,,14063.4441,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2016,,13260,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2015,,13172,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2014,,12820.7564,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2013,,13011.798,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2012,,13391.6068,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2011,,14184.2946,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2010,,14588.455,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2009,,14581.6757,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2008,,14701.393,,B,Time series break,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2007,,13342.3706,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2006,,11815.2179,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2005,,10196.871,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2004,,8945.761,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2003,,8213.036,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2002,,7193.538,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2001,,6227.157,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),XDC,National currency,V,Current prices,_Z,Not applicable,2000,,5718.988,,,,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2023,,10363,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2022,,9797,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2021,,9033,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2020,,8659,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2019,,7734,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2018,,7281,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2017,,7344,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2016,,6845,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EST,Estonia,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2015,,7181,,,,,,,,,,,,0,Units,,,0,Zero
